,Smiles,Property,Value,Units,Notes
330,Nc1cc(ccc1)N.ClC(=O)c1cc(ccc1)C(=O)Cl,Preferred Calculated Glass Transition Temperature,510,K,
331,C=Cc1cccc(c1)C,Glass Transition Temperature,370,K,
332,C=Cc1cccc(c1)C,Calculated Glass Transition Temperature,387 - 400,K,
333,C=Cc1cccc(c1)C,Preferred Calculated Glass Transition Temperature,393,K,
334,CCC=CC=C,Glass Transition Temperature,197,K,
335,CCC=CC=C,Calculated Glass Transition Temperature,184 - 201,K,
336,CCC=CC=C,Preferred Calculated Glass Transition Temperature,194,K,
337,OC(=O)C(O)C,Glass Transition Temperature,326 - 337,K,
338,OC(=O)C(O)C,Preferred Glass Transition Temperature,332,K,
339,OC(=O)C(O)C,Calculated Glass Transition Temperature,285 - 342,K,
340,OC(=O)C(O)C,Preferred Calculated Glass Transition Temperature,312,K,
341,CCCCCCOC(=O)C=C,Glass Transition Temperature,192 - 216,K,
342,CCCCCCOC(=O)C=C,Preferred Glass Transition Temperature,215,K,
343,CCCCCCOC(=O)C=C,Calculated Glass Transition Temperature,214 - 227,K,
344,CCCCCCOC(=O)C=C,Preferred Calculated Glass Transition Temperature,219,K,
345,CCCCCC=C,Glass Transition Temperature,220 - 242,K,
346,CCCCCC=C,Preferred Glass Transition Temperature,231,K,
347,CCCCCC=C,Calculated Glass Transition Temperature,227 - 228,K,
348,CCCCCC=C,Preferred Calculated Glass Transition Temperature,227,K,
349,C1CCCCOC1,Glass Transition Temperature,204,K,
350,C1CCCCOC1,Calculated Glass Transition Temperature,187 - 218,K,
351,C1CCCCOC1,Preferred Calculated Glass Transition Temperature,203,K,
352,CC(=C)C(=O)OCCc1ccccc1,Glass Transition Temperature,299 - 329,K,
353,CC(=C)C(=O)OCCc1ccccc1,Calculated Glass Transition Temperature,352,K,
354,C1CNC1=O,Glass Transition Temperature,384,K,
355,C1CNC1=O,Calculated Glass Transition Temperature,349 - 409,K,
356,C1CNC1=O,Preferred Calculated Glass Transition Temperature,380,K,
357,Brc1ccc(cc1)Br,Glass Transition Temperature,538,K,
358,Brc1ccc(cc1)Br,Calculated Glass Transition Temperature,539 - 581,K,
359,Brc1ccc(cc1)Br,Preferred Calculated Glass Transition Temperature,558,K,
360,COC(=O)C=C,Glass Transition Temperature,278 - 304,K,
361,COC(=O)C=C,Preferred Glass Transition Temperature,280,K,
362,COC(=O)C=C,Calculated Glass Transition Temperature,269 - 293,K,
363,COC(=O)C=C,Preferred Calculated Glass Transition Temperature,283,K,
364,Nc1ccc(cc1)N.ClC(=O)c1ccc(cc1)C(=O)Cl,Glass Transition Temperature,580 - 620,K,
365,Nc1ccc(cc1)N.ClC(=O)c1ccc(cc1)C(=O)Cl,Preferred Glass Transition Temperature,600,K,
366,Nc1ccc(cc1)N.ClC(=O)c1ccc(cc1)C(=O)Cl,Calculated Glass Transition Temperature,588 - 601,K,
367,Nc1ccc(cc1)N.ClC(=O)c1ccc(cc1)C(=O)Cl,Calculated Glass Transition Temperature,677,K,
368,Nc1ccc(cc1)N.ClC(=O)c1ccc(cc1)C(=O)Cl,Preferred Calculated Glass Transition Temperature,595,K,
369,C=CC(=O)Nc1ccccc1,Calculated Glass Transition Temperature,498,K,
370,FC(F)C(F)(F)COC(=O)C(=C)C,Glass Transition Temperature,339 - 353,K,
371,FC(F)C(F)(F)COC(=O)C(=C)C,Preferred Glass Transition Temperature,344,K,
372,FC(F)C(F)(F)COC(=O)C(=C)C,Calculated Glass Transition Temperature,337 - 345,K,
373,FC(F)C(F)(F)COC(=O)C(=C)C,Preferred Calculated Glass Transition Temperature,341,K,
374,CC1CO1,Glass Transition Temperature,198 - 201,K,
375,CC1CO1,Preferred Glass Transition Temperature,200,K,
376,CC1CO1,Calculated Glass Transition Temperature,187 - 228,K,
377,CC1CO1,Preferred Calculated Glass Transition Temperature,207,K,
378,CC(=C)C,Glass Transition Temperature,195 - 208,K,
379,CC(=C)C,Preferred Glass Transition Temperature,202,K,
380,CC(=C)C,Calculated Glass Transition Temperature,202,K,
381,Clc1ccc(cc1)S(=O)(=O)c1ccc(cc1)Cl.Oc1ccc(cc1)S(=O)(=O)c1ccc(cc1)O,Glass Transition Temperature,476 - 498,K,
382,Clc1ccc(cc1)S(=O)(=O)c1ccc(cc1)Cl.Oc1ccc(cc1)S(=O)(=O)c1ccc(cc1)O,Preferred Glass Transition Temperature,489,K,
383,Clc1ccc(cc1)S(=O)(=O)c1ccc(cc1)Cl.Oc1ccc(cc1)S(=O)(=O)c1ccc(cc1)O,Calculated Glass Transition Temperature,505,K,
384,C=Cc1ccccc1,Glass Transition Temperature,364 - 401,K,
385,C=Cc1ccccc1,Preferred Glass Transition Temperature,373,K,
386,C=Cc1ccccc1,Calculated Glass Transition Temperature,373 - 388,K,
387,C=Cc1ccccc1,Preferred Calculated Glass Transition Temperature,379,K,
388,C=Cc1ccc(cc1)Cl,Glass Transition Temperature,383 - 406,K,
389,C=Cc1ccc(cc1)Cl,Preferred Glass Transition Temperature,398,K,
390,C=Cc1ccc(cc1)Cl,Calculated Glass Transition Temperature,391 - 410,K,
391,C=Cc1ccc(cc1)Cl,Preferred Calculated Glass Transition Temperature,401,K,
392,FC(F)C(F)(F)COC(=O)C(=C),Glass Transition Temperature,247 - 251,K,
393,FC(F)C(F)(F)COC(=O)C(=C),Preferred Glass Transition Temperature,249,K,
394,FC(F)C(F)(F)COC(=O)C(=C),Calculated Glass Transition Temperature,232 - 268,K,
395,FC(F)C(F)(F)COC(=O)C(=C),Preferred Calculated Glass Transition Temperature,250,K,
396,OC(=O)CCCCCCCC(=O)O.CC(=O)OC(=O)C,Calculated Glass Transition Temperature,239 - 258,K,
397,OC(=O)CCCCCCCC(=O)O.CC(=O)OC(=O)C,Preferred Calculated Glass Transition Temperature,247,K,
398,CCCC=C,Glass Transition Temperature,221 - 287,K,
399,CCCC=C,Preferred Glass Transition Temperature,238,K,
400,CCCC=C,Calculated Glass Transition Temperature,222 - 238,K,
401,CCCC=C,Preferred Calculated Glass Transition Temperature,229,K,
402,CC(=C)C(=O)OCCCl,Glass Transition Temperature,365,K,
403,CC(=C)C(=O)OCCCl,Calculated Glass Transition Temperature,342 - 369,K,
404,CC(=C)C(=O)OCCCl,Preferred Calculated Glass Transition Temperature,355,K,
405,C=CC(=O)NC(C)C,Glass Transition Temperature,358 - 415,K,
406,C=CC(=O)NC(C)C,Preferred Glass Transition Temperature,403,K,
407,C=CC(=O)NC(C)C,Calculated Glass Transition Temperature,382 - 423,K,
408,C=CC(=O)NC(C)C,Preferred Calculated Glass Transition Temperature,402,K,
409,ClCC1CO1,Glass Transition Temperature,251,K,
410,ClCC1CO1,Calculated Glass Transition Temperature,256,K,
411,C=CC(=O)NC(C)CC,Glass Transition Temperature,390,K,
412,C=CC(=O)NC(C)CC,Calculated Glass Transition Temperature,357 - 393,K,
413,C=CC(=O)NC(C)CC,Preferred Calculated Glass Transition Temperature,393,K,
414,CC1CC(=O)O1,Glass Transition Temperature,268 - 288,K,
415,CC1CC(=O)O1,Preferred Glass Transition Temperature,276,K,
416,CC1CC(=O)O1,Calculated Glass Transition Temperature,272 - 286,K,
417,CC1CC(=O)O1,Preferred Calculated Glass Transition Temperature,279,K,
418,FC(=C(F)F)Cl,Glass Transition Temperature,318 - 423,K,
419,FC(=C(F)F)Cl,Preferred Glass Transition Temperature,360,K,
420,FC(=C(F)F)Cl,Calculated Glass Transition Temperature,307 - 458,K,
421,FC(=C(F)F)Cl,Preferred Calculated Glass Transition Temperature,365,K,
422,CC=CC=C,Glass Transition Temperature,200 - 215,K,
423,CC=CC=C,Glass Transition Temperature,203 - 213,K,
424,CC=CC=C,Glass Transition Temperature,199 - 204,K,
425,CC=CC=C,Preferred Glass Transition Temperature,203,K,
426,CC=CC=C,Calculated Glass Transition Temperature,180 - 202,K,
427,CC=CC=C,Preferred Calculated Glass Transition Temperature,200,K,
428,c1cc(ccc1C(=O)Cl)C(=O)Cl.c1ccc(cc1)Oc2ccccc2,Glass Transition Temperature,428 - 450,K,
429,c1cc(ccc1C(=O)Cl)C(=O)Cl.c1ccc(cc1)Oc2ccccc2,Preferred Glass Transition Temperature,437,K,
430,c1cc(ccc1C(=O)Cl)C(=O)Cl.c1ccc(cc1)Oc2ccccc2,Calculated Glass Transition Temperature,428 - 452,K,
431,c1cc(ccc1C(=O)Cl)C(=O)Cl.c1ccc(cc1)Oc2ccccc2,Preferred Calculated Glass Transition Temperature,440,K,
432,C=CC1CCCCC1,Glass Transition Temperature,393 - 406,K,
433,C=CC1CCCCC1,Preferred Glass Transition Temperature,400,K,
434,C=CC1CCCCC1,Calculated Glass Transition Temperature,360 - 380,K,
435,C=CC1CCCCC1,Preferred Calculated Glass Transition Temperature,370,K,
436,C=Cc1ccc(cc1)C,Glass Transition Temperature,366 - 386,K,
437,C=Cc1ccc(cc1)C,Preferred Glass Transition Temperature,380,K,
438,C=Cc1ccc(cc1)C,Calculated Glass Transition Temperature,372 - 400,K,
439,C=Cc1ccc(cc1)C,Preferred Calculated Glass Transition Temperature,380,K,
440,CCCOC=C,Glass Transition Temperature,224,K,
441,CCCOC=C,Calculated Glass Transition Temperature,218 - 223,K,
442,CCCOC=C,Preferred Calculated Glass Transition Temperature,222,K,
443,CC(C)(c1ccc(cc1)OCC2CO2)c3ccc(cc3)OCC4CO4,Glass Transition Temperature,373,K,
444,CC(C)(c1ccc(cc1)OCC2CO2)c3ccc(cc3)OCC4CO4,Calculated Glass Transition Temperature,369 - 392,K,
445,CC(C)(c1ccc(cc1)OCC2CO2)c3ccc(cc3)OCC4CO4,Preferred Calculated Glass Transition Temperature,381,K,
446,O=C1CCCCCN1,Glass Transition Temperature,313 - 335,K,
447,O=C1CCCCCN1,Preferred Glass Transition Temperature,324,K,
448,O=C1CCCCCN1,Calculated Glass Transition Temperature,308 - 324,K,
449,O=C1CCCCCN1,Preferred Calculated Glass Transition Temperature,324,K,
450,C=C,Glass Transition Temperature,237 - 253,K,
451,C=C,Glass Transition Temperature,190 - 196,K,
452,C=C,Glass Transition Temperature,150 - 155,K,
453,C=C,Preferred Glass Transition Temperature,245,K,
454,C=C,Preferred Glass Transition Temperature,193,K,
455,C=C,Preferred Glass Transition Temperature,153,K,
456,C=C,Calculated Glass Transition Temperature,160 - 186,K,
457,C=C,Calculated Glass Transition Temperature,239,K,
458,C=C,Preferred Calculated Glass Transition Temperature,173,K,
459,C=C,Preferred Calculated Glass Transition Temperature,239,K,
460,C=CC#N,Glass Transition Temperature,370 - 398,K,
461,C=CC#N,Preferred Glass Transition Temperature,383,K,
462,C=CC#N,Calculated Glass Transition Temperature,355 - 418,K,
463,C=CC#N,Preferred Calculated Glass Transition Temperature,387,K,
464,CCOC(=O)/C=C/C(=O)OCC,Glass Transition Temperature,280 - 287,K,
465,CCOC(=O)/C=C/C(=O)OCC,Preferred Glass Transition Temperature,284,K,
466,CCOC(=O)/C=C/C(=O)OCC,Calculated Glass Transition Temperature,291 - 295,K,
467,CCOC(=O)/C=C/C(=O)OCC,Preferred Calculated Glass Transition Temperature,293,K,
468,CCCCCCOC(=O)CC(=C)C(=O)OCCCCCC,Glass Transition Temperature,248 - 255,K,
469,CCCCCCOC(=O)CC(=C)C(=O)OCCCCCC,Preferred Glass Transition Temperature,255,K,
470,CCCCCCOC(=O)CC(=C)C(=O)OCCCCCC,Calculated Glass Transition Temperature,240 - 287,K,
471,CCCCCCOC(=O)CC(=C)C(=O)OCCCCCC,Preferred Calculated Glass Transition Temperature,269,K,
472,C=Cc1ccccc1Cl,Glass Transition Temperature,392 - 399,K,
473,C=Cc1ccccc1Cl,Preferred Glass Transition Temperature,395,K,
474,C=Cc1ccccc1Cl,Calculated Glass Transition Temperature,391 - 410,K,
475,C=Cc1ccccc1Cl,Preferred Calculated Glass Transition Temperature,401,K,
476,NCCCCCCCCCCC(=O)O,Glass Transition Temperature,315 - 319,K,
477,NCCCCCCCCCCC(=O)O,Glass Transition Temperature,333 - 365,K,
478,NCCCCCCCCCCC(=O)O,Preferred Glass Transition Temperature,317,K,
479,NCCCCCCCCCCC(=O)O,Preferred Glass Transition Temperature,344,K,
480,NCCCCCCCCCCC(=O)O,Calculated Glass Transition Temperature,303 - 315,K,
481,NCCCCCCCCCCC(=O)O,Preferred Calculated Glass Transition Temperature,315,K,
482,CC(=C)C(=O)OC1CCC(CC1)C(C)(C)C,Glass Transition Temperature,356 - 451,K,
483,CC(=C)C(=O)OC1CCC(CC1)C(C)(C)C,Preferred Glass Transition Temperature,403,K,
484,CC(=C)C(=O)OC1CCC(CC1)C(C)(C)C,Calculated Glass Transition Temperature,390 - 392,K,
485,CC(=C)C(=O)OC1CCC(CC1)C(C)(C)C,Preferred Calculated Glass Transition Temperature,391,K,
486,CCCCOC(=O)C(=C)C,Glass Transition Temperature,286 - 328,K,
487,CCCCOC(=O)C(=C)C,Preferred Glass Transition Temperature,294,K,
488,CCCCOC(=O)C(=C)C,Calculated Glass Transition Temperature,288 - 298,K,
489,CCCCOC(=O)C(=C)C,Preferred Calculated Glass Transition Temperature,293,K,
490,Oc1ccc(cc1)c1ccc(cc1)O.Clc1ccc(cc1)S(=O)(=O)c1ccc(cc1)Cl,Glass Transition Temperature,473 - 493,K,
491,Oc1ccc(cc1)c1ccc(cc1)O.Clc1ccc(cc1)S(=O)(=O)c1ccc(cc1)Cl,Preferred Glass Transition Temperature,482,K,
492,Oc1ccc(cc1)c1ccc(cc1)O.Clc1ccc(cc1)S(=O)(=O)c1ccc(cc1)Cl,Calculated Glass Transition Temperature,482,K,
493,C=CSc1ccccc1,Glass Transition Temperature,386,K,
494,C=CSc1ccccc1,Calculated Glass Transition Temperature,398,K,
495,C=Cc1ccccc1C,Glass Transition Temperature,409,K,
496,C=Cc1ccccc1C,Calculated Glass Transition Temperature,387 - 400,K,
497,C=Cc1ccccc1C,Preferred Calculated Glass Transition Temperature,394,K,
498,CCCSC=C,Calculated Glass Transition Temperature,236 - 265,K,
499,CCCSC=C,Preferred Calculated Glass Transition Temperature,253,K,
500,O=C(C(=C)C)OC1CCCCC1,Glass Transition Temperature,349 - 406,K,
501,O=C(C(=C)C)OC1CCCCC1,Preferred Glass Transition Temperature,374,K,
502,O=C(C(=C)C)OC1CCCCC1,Calculated Glass Transition Temperature,367 - 373,K,
503,O=C(C(=C)C)OC1CCCCC1,Preferred Calculated Glass Transition Temperature,370,K,
504,OC(=O)CCCCCCCCC(=O)O.OCCCCCCO,Glass Transition Temperature,213,K,
505,OC(=O)CCCCCCCCC(=O)O.OCCCCCCO,Calculated Glass Transition Temperature,196 - 227,K,
506,OC(=O)CCCCCCCCC(=O)O.OCCCCCCO,Preferred Calculated Glass Transition Temperature,210,K,
507,C1CCCO1,Glass Transition Temperature,185 - 194,K,
508,C1CCCO1,Preferred Glass Transition Temperature,189,K,
509,C1CCCO1,Calculated Glass Transition Temperature,192 - 208,K,
510,C1CCCO1,Preferred Calculated Glass Transition Temperature,193,K,
511,CCOC(=O)C(=C)C#N,Glass Transition Temperature,388 - 422,K,
512,CCOC(=O)C(=C)C#N,Preferred Glass Transition Temperature,422,K,
513,CCOC(=O)C(=C)C#N,Calculated Glass Transition Temperature,400 - 431,K,
514,CCOC(=O)C(=C)C#N,Preferred Calculated Glass Transition Temperature,416,K,
515,C=Cc1ccc(cc1)Br,Glass Transition Temperature,391 - 430,K,
516,C=Cc1ccc(cc1)Br,Preferred Glass Transition Temperature,411,K,
517,C=Cc1ccc(cc1)Br,Calculated Glass Transition Temperature,358 - 423,K,
518,C=Cc1ccc(cc1)Br,Preferred Calculated Glass Transition Temperature,391,K,
519,OC(=O)c1cc(ccc1)C(=O)O.Oc1ccc(cc1)C(C)(C)c2ccc(cc2)O,Glass Transition Temperature,462,K,
520,OC(=O)c1cc(ccc1)C(=O)O.Oc1ccc(cc1)C(C)(C)c2ccc(cc2)O,Calculated Glass Transition Temperature,446 - 461,K,
521,OC(=O)c1cc(ccc1)C(=O)O.Oc1ccc(cc1)C(C)(C)c2ccc(cc2)O,Preferred Calculated Glass Transition Temperature,453,K,
522,ClCCCl.[Na]S[Na],Glass Transition Temperature,223,K,
523,ClCCCl.[Na]S[Na],Calculated Glass Transition Temperature,211 - 224,K,
524,ClCCCl.[Na]S[Na],Preferred Calculated Glass Transition Temperature,223,K,
525,O=C1CCCCCO1,Glass Transition Temperature,208 - 213,K,
526,O=C1CCCCCO1,Preferred Glass Transition Temperature,208,K,
527,O=C1CCCCCO1,Calculated Glass Transition Temperature,189 - 221,K,
528,O=C1CCCCCO1,Preferred Calculated Glass Transition Temperature,205,K,
529,CC=C.[C-]#[O+],Glass Transition Temperature,310 - 313,K,
530,CC=C.[C-]#[O+],Preferred Glass Transition Temperature,312,K,
531,CC=C.[C-]#[O+],Calculated Glass Transition Temperature,272 - 312,K,
532,CC=C.[C-]#[O+],Preferred Calculated Glass Transition Temperature,312,K,
533,COC=C,Glass Transition Temperature,228 - 260,K,
534,COC=C,Preferred Glass Transition Temperature,245,K,
535,COC=C,Calculated Glass Transition Temperature,255 - 257,K,
536,COC=C,Preferred Calculated Glass Transition Temperature,256,K,
537,OC(=O)c1ccc(cc1)C(=O)O.Oc1ccc(cc1)C(C)(C)c2ccc(cc2)O,Glass Transition Temperature,463 -  478,K,
538,OC(=O)c1ccc(cc1)C(=O)O.Oc1ccc(cc1)C(C)(C)c2ccc(cc2)O,Preferred Glass Transition Temperature,472,K,
539,OC(=O)c1ccc(cc1)C(=O)O.Oc1ccc(cc1)C(C)(C)c2ccc(cc2)O,Calculated Glass Transition Temperature,446 - 489,K,
540,OC(=O)c1ccc(cc1)C(=O)O.Oc1ccc(cc1)C(C)(C)c2ccc(cc2)O,Preferred Calculated Glass Transition Temperature,462,K,
541,C=CC(=O)NC(C)(C)C,Glass Transition Temperature,401,K,
542,C=CC(=O)NC(C)(C)C,Calculated Glass Transition Temperature,402 - 433,K,
543,C=CC(=O)NC(C)(C)C,Preferred Calculated Glass Transition Temperature,420,K,
544,OC(=O)CCCCCCCCC(=O)O.OCCO,Glass Transition Temperature,243 - 245,K,
545,OC(=O)CCCCCCCCC(=O)O.OCCO,Preferred Glass Transition Temperature,244,K,
546,OC(=O)CCCCCCCCC(=O)O.OCCO,Calculated Glass Transition Temperature,221 - 243,K,
547,OC(=O)CCCCCCCCC(=O)O.OCCO,Preferred Calculated Glass Transition Temperature,237,K,
548,C=CC(=O)OCc1ccccc1,Glass Transition Temperature,279 - 284,K,
549,C=CC(=O)OCc1ccccc1,Preferred Glass Transition Temperature,282,K,
550,C=CC(=O)OCc1ccccc1,Calculated Glass Transition Temperature,350 - 353,K,
551,C=CC(=O)OCc1ccccc1,Preferred Calculated Glass Transition Temperature,352,K,
552,CC(c1cc(Cl)c(c(c1)Cl)O)(c1cc(Cl)c(c(c1)Cl)O)C.ClC(=O)Cl,Glass Transition Temperature,493 - 504,K,
553,CC(c1cc(Cl)c(c(c1)Cl)O)(c1cc(Cl)c(c(c1)Cl)O)C.ClC(=O)Cl,Preferred Glass Transition Temperature,500,K,
554,CC(c1cc(Cl)c(c(c1)Cl)O)(c1cc(Cl)c(c(c1)Cl)O)C.ClC(=O)Cl,Calculated Glass Transition Temperature,461 - 496,K,
555,CC(c1cc(Cl)c(c(c1)Cl)O)(c1cc(Cl)c(c(c1)Cl)O)C.ClC(=O)Cl,Preferred Calculated Glass Transition Temperature,496,K,
556,CCOCCOC(=O)C(=C)C,Calculated Glass Transition Temperature,297,K,
557,OC(=O)c1ccc2c(c1)ccc(c2)C(=O)O.OCCO,Glass Transition Temperature,386 - 398,K,
558,OC(=O)c1ccc2c(c1)ccc(c2)C(=O)O.OCCO,Preferred Glass Transition Temperature,392,K,
559,OC(=O)c1ccc2c(c1)ccc(c2)C(=O)O.OCCO,Calculated Glass Transition Temperature,366 - 414,K,
560,OC(=O)c1ccc2c(c1)ccc(c2)C(=O)O.OCCO,Preferred Calculated Glass Transition Temperature,389,K,
561,C=COC(=O)c1ccccc1,Glass Transition Temperature,341 - 347,K,
562,C=COC(=O)c1ccccc1,Preferred Glass Transition Temperature,344,K,
563,C=COC(=O)c1ccccc1,Calculated Glass Transition Temperature,343 - 361,K,
564,C=COC(=O)c1ccccc1,Preferred Calculated Glass Transition Temperature,352,K,
565,CC(=O)C=C,Glass Transition Temperature,301,K,
566,CC(=O)C=C,Calculated Glass Transition Temperature,305,K,
567,C=CC(=O)OCC#N,Glass Transition Temperature,296,K,
568,C=CC(=O)OCC#N,Calculated Glass Transition Temperature,295,K,
569,C=CC(C)(C)C,Glass Transition Temperature,337,K,
570,C=CC(C)(C)C,Calculated Glass Transition Temperature,328 - 348,K,
571,C=CC(C)(C)C,Preferred Calculated Glass Transition Temperature,340,K,
572,ClC=C,Glass Transition Temperature,344 - 354,K,
573,ClC=C,Glass Transition Temperature,370 - 380,K,
574,ClC=C,Preferred Glass Transition Temperature,350,K,
575,ClC=C,Preferred Glass Transition Temperature,375,K,
576,ClC=C,Calculated Glass Transition Temperature,345 - 354,K,
577,ClC=C,Preferred Calculated Glass Transition Temperature,350,K,
578,OCCOCCO.O=C=NCCCCCCN=C=O,Glass Transition Temperature,272 - 290,K,
579,OCCOCCO.O=C=NCCCCCCN=C=O,Preferred Glass Transition Temperature,281,K,
580,OCCOCCO.O=C=NCCCCCCN=C=O,Calculated Glass Transition Temperature,265 - 284,K,
581,OCCOCCO.O=C=NCCCCCCN=C=O,Preferred Calculated Glass Transition Temperature,275,K,
582,CC(=O)NC(=O)C(=C)C,Calculated Glass Transition Temperature,445,K,
583,O1C C1COc1ccc(cc1)Cc1ccc(cc1)OC C1O C1,Glass Transition Temperature,353,K,
584,O1C C1COc1ccc(cc1)Cc1ccc(cc1)OC C1O C1,Calculated Glass Transition Temperature,344 - 364,K,
585,O1C C1COc1ccc(cc1)Cc1ccc(cc1)OC C1O C1,Preferred Calculated Glass Transition Temperature,352,K,
586,CC(=C)C(=O)OCCO,Glass Transition Temperature,359,K,
587,CC(=C)C(=O)OCCO,Glass Transition Temperature,393,K,
588,CC(=C)C(=O)OCCO,Calculated Glass Transition Temperature,350 - 408,K,
589,CC(=C)C(=O)OCCO,Preferred Calculated Glass Transition Temperature,375,K,
590,OC(=O)CCCCCCCCC(=O)O.NCCCCCCN,Glass Transition Temperature,283 - 343,K,
591,OC(=O)CCCCCCCCC(=O)O.NCCCCCCN,Preferred Glass Transition Temperature,320,K,
592,OC(=O)CCCCCCCCC(=O)O.NCCCCCCN,Calculated Glass Transition Temperature,295 - 323,K,
593,OC(=O)CCCCCCCCC(=O)O.NCCCCCCN,Preferred Calculated Glass Transition Temperature,321,K,
594,C=CC(=C)Cl,Glass Transition Temperature,227 - 253,K,
595,C=CC(=C)Cl,Preferred Glass Transition Temperature,237,K,
596,C=CC(=C)Cl,Calculated Glass Transition Temperature,244,K,
597,C=Cc1ccccc1OC,Glass Transition Temperature,348,K,
598,C=Cc1ccccc1OC,Calculated Glass Transition Temperature,342 - 372,K,
599,C=Cc1ccccc1OC,Preferred Calculated Glass Transition Temperature,357,K,
600,CCCCCCCCCCCCCCCCCCCCCCCCCCOC(=O)C=C,Glass Transition Temperature,308 - 314,K,
601,CCCCCCCCCCCCCCCCCCCCCCCCCCOC(=O)C=C,Preferred Glass Transition Temperature,311,K,
602,CCCCCCCCCCCCCCCCCCCCCCCCCCOC(=O)C=C,Calculated Glass Transition Temperature,273 - 321,K,
603,CCCCCCCCCCCCCCCCCCCCCCCCCCOC(=O)C=C,Preferred Calculated Glass Transition Temperature,303,K,
604,C=CC(C)C,Glass Transition Temperature,323,K,
605,C=CC(C)C,Calculated Glass Transition Temperature,272 - 309,K,
606,C=CC(C)C,Preferred Calculated Glass Transition Temperature,292,K,
607,FC(=C(F)F)F,Glass Transition Temperature,388 - 399,K,
608,FC(=C(F)F)F,Glass Transition Temperature,200 - 243,K,
609,FC(=C(F)F)F,Preferred Glass Transition Temperature,392,K,
610,FC(=C(F)F)F,Preferred Glass Transition Temperature,211,K,
611,FC(=C(F)F)F,Calculated Glass Transition Temperature,384 - 385,K,
612,FC(=C(F)F)F,Preferred Calculated Glass Transition Temperature,385,K,
613,CCCOC(=O)C=C,Glass Transition Temperature,228 - 236,K,
614,CCCOC(=O)C=C,Preferred Glass Transition Temperature,231,K,
615,CCCOC(=O)C=C,Calculated Glass Transition Temperature,228 - 254,K,
616,CCCOC(=O)C=C,Preferred Calculated Glass Transition Temperature,234,K,
617,CC(c1ccc(cc1)OCC1OC1)(c1ccc(cc1)OCC1OC1)C.NCCN,Glass Transition Temperature,410,K,
618,CC(c1ccc(cc1)OCC1OC1)(c1ccc(cc1)OCC1OC1)C.NCCN,Calculated Glass Transition Temperature,394 - 409,K,
619,CC(c1ccc(cc1)OCC1OC1)(c1ccc(cc1)OCC1OC1)C.NCCN,Preferred Calculated Glass Transition Temperature,409,K,
620,CCOC(=O)C(=C)C,Glass Transition Temperature,330 - 378,K,
621,CCOC(=O)C(=C)C,Preferred Glass Transition Temperature,338,K,
622,CCOC(=O)C(=C)C,Calculated Glass Transition Temperature,341,K,
623,CCCCCCCCCCCCOC(=O)C(=C)C,Glass Transition Temperature,208 - 240,K,
624,CCCCCCCCCCCCOC(=O)C(=C)C,Preferred Glass Transition Temperature,218,K,
625,CCCCCCCCCCCCOC(=O)C(=C)C,Calculated Glass Transition Temperature,208 - 231,K,
626,CCCCCCCCCCCCOC(=O)C(=C)C,Preferred Calculated Glass Transition Temperature,219,K,
627,CCCCCCCCOC=C,Glass Transition Temperature,193 - 194,K,
628,CCCCCCCCOC=C,Preferred Glass Transition Temperature,193,K,
629,CCCCCCCCOC=C,Calculated Glass Transition Temperature,184 - 211,K,
630,CCCCCCCCOC=C,Preferred Calculated Glass Transition Temperature,196,K,
631,CCOC(=O)C=C,Glass Transition Temperature,248 - 251,K,
632,CCOC(=O)C=C,Preferred Glass Transition Temperature,250,K,
633,CCOC(=O)C=C,Calculated Glass Transition Temperature,225 - 260,K,
634,CCOC(=O)C=C,Preferred Calculated Glass Transition Temperature,254,K,
635,OC(=O)c1ccc(cc1)C(=O)O.OCCCO,Glass Transition Temperature,315 - 341,K,
636,OC(=O)c1ccc(cc1)C(=O)O.OCCCO,Preferred Glass Transition Temperature,327,K,
637,OC(=O)c1ccc(cc1)C(=O)O.OCCCO,Calculated Glass Transition Temperature,324 - 331,K,
638,OC(=O)c1ccc(cc1)C(=O)O.OCCCO,Preferred Calculated Glass Transition Temperature,330,K,
639,COC(=O)/C=C/C(=O)OC,Glass Transition Temperature,367 - 378,K,
640,COC(=O)/C=C/C(=O)OC,Preferred Glass Transition Temperature,373,K,
641,COC(=O)/C=C/C(=O)OC,Calculated Glass Transition Temperature,368 - 379,K,
642,COC(=O)/C=C/C(=O)OC,Preferred Calculated Glass Transition Temperature,374,K,
643,OC(=O)c1cccc(c1)C(=O)O.OCCO,Glass Transition Temperature,324,K,
644,OC(=O)c1cccc(c1)C(=O)O.OCCO,Calculated Glass Transition Temperature,334 - 342,K,
645,OC(=O)c1cccc(c1)C(=O)O.OCCO,Preferred Calculated Glass Transition Temperature,338,K,
646,OC(=O)CCCCC(=O)O.OCCCCO,Glass Transition Temperature,199 - 205,K,
647,OC(=O)CCCCC(=O)O.OCCCCO,Preferred Glass Transition Temperature,202,K,
648,OC(=O)CCCCC(=O)O.OCCCCO,Calculated Glass Transition Temperature,204 - 227,K,
649,OC(=O)CCCCC(=O)O.OCCCCO,Preferred Calculated Glass Transition Temperature,212,K,
650,NCCCCCCN.OC(=O)CCCCCCCCCCC(=O)O,Glass Transition Temperature,319,K,
651,NCCCCCCN.OC(=O)CCCCCCCCCCC(=O)O,Calculated Glass Transition Temperature,316 - 320,K,
